"Z.nm.","X.nm.","Y.nm.","Genomic.coordinate","Chromosome.copy.number"
1948,26747,8503,"chr2:153000001-153050001",1
1756,26546,7967,"chr2:153250001-153300001",1
1713,26694,7981,"chr2:153500001-153550001",1
1877,26719,8105,"chr2:153750001-153800001",1
1658,26720,7892,"chr2:154000001-154050001",1
1917,26872,8116,"chr2:154250001-154300001",1
1761,26651,8050,"chr2:154500001-154550001",1
1750,26569,8019,"chr2:154750001-154800001",1
1769,26454,8214,"chr2:155000001-155050001",1
1640,26580,8252,"chr2:155250001-155300001",1
1478,26730,8243,"chr2:155500001-155550001",1
1610,26689,8248,"chr2:155750001-155800001",1
1552,26524,8282,"chr2:156000001-156050001",1
1643,26594,8435,"chr2:156250001-156300001",1
1627,26444,8428,"chr2:156500001-156550001",1
1621,26572,8117,"chr2:156750001-156800001",1
1624,26472,8304,"chr2:157000001-157050001",1
1681,26789,8227,"chr2:157250001-157300001",1
1812,26461,8222,"chr2:157500001-157550001",1
1928,26469,7850,"chr2:157750001-157800001",1
1627,26656,7879,"chr2:158000001-158050001",1
1784,26901,7698,"chr2:158250001-158300001",1
1785,26662,7643,"chr2:158500001-158550001",1
2036,26903,7870,"chr2:158750001-158800001",1
2003,26890,7561,"chr2:159000001-159050001",1
1914,26850,7680,"chr2:159250001-159300001",1
2012,27297,7439,"chr2:159500001-159550001",1
1964,26441,7938,"chr2:159750001-159800001",1
2898,26862,8224,"chr2:160000001-160050001",1
1636,27448,8687,"chr2:160250001-160300001",1
2392,27782,7431,"chr2:160500001-160550001",1
2005,26895,8202,"chr2:160750001-160800001",1
2248,26883,8196,"chr2:161000001-161050001",1
2018,26924,8731,"chr2:161250001-161300001",1
1581,27291,8348,"chr2:161500001-161550001",1
1772,27883,8112,"chr2:161750001-161800001",1
1910,27988,8012,"chr2:162000001-162050001",1
1932,27920,7996,"chr2:162250001-162300001",1
1844,27621,6848,"chr2:162500001-162550001",1
1970,28376,7043,"chr2:162750001-162800001",1
1840,28328,7101,"chr2:163000001-163050001",1
2385,28772,6513,"chr2:163250001-163300001",1
2161,28619,7099,"chr2:163500001-163550001",1
2212,28524,7242,"chr2:163750001-163800001",1
1945,28638,7006,"chr2:164000001-164050001",1
1827,28449,7053,"chr2:164250001-164300001",1
2000,28849,6710,"chr2:164500001-164550001",1
2581,28197,6078,"chr2:164750001-164800001",1
2049,29315,6560,"chr2:165000001-165050001",1
1953,29056,6609,"chr2:165250001-165300001",1
1944,29247,6826,"chr2:165500001-165550001",1
2169,29380,6837,"chr2:165750001-165800001",1
2387,29171,6991,"chr2:166000001-166050001",1
2577,29064,7094,"chr2:166250001-166300001",1
2051,28959,7094,"chr2:166500001-166550001",1
2029,28822,7112,"chr2:166750001-166800001",1
2016,28809,7335,"chr2:167000001-167050001",1
1950,28873,7197,"chr2:167250001-167300001",1
2000,29104,7103,"chr2:167500001-167550001",1
1975,28627,7010,"chr2:167750001-167800001",1
2395,28910,6904,"chr2:168000001-168050001",1
2327,29156,7041,"chr2:168250001-168300001",1
1809,27806,6907,"chr2:168500001-168550001",1
2143,29292,7079,"chr2:168750001-168800001",1
1982,28966,6925,"chr2:169000001-169050001",1
2056,28823,6925,"chr2:169250001-169300001",1
1839,28285,7211,"chr2:169500001-169550001",1
2460,28665,7409,"chr2:169750001-169800001",1
1979,28303,7435,"chr2:170000001-170050001",1
1860,28174,7411,"chr2:170250001-170300001",1
1796,28139,7573,"chr2:170500001-170550001",1
1885,28222,7358,"chr2:170750001-170800001",1
2247,28611,7440,"chr2:171000001-171050001",1
2260,28747,7100,"chr2:171250001-171300001",1
2450,28636,7408,"chr2:171500001-171550001",1
2535,28632,7704,"chr2:171750001-171800001",1
2589,28521,7696,"chr2:172000001-172050001",1
2424,28161,7674,"chr2:172250001-172300001",1
2305,28262,8026,"chr2:172500001-172550001",1
2192,27797,7999,"chr2:172750001-172800001",1
2096,27560,8294,"chr2:173000001-173050001",1
1974,27484,8400,"chr2:173250001-173300001",1
1552,27234,8552,"chr2:173500001-173550001",1
1598,26867,8630,"chr2:174000001-174050001",1
1675,27523,8620,"chr2:174250001-174300001",1
1781,27283,8786,"chr2:174500001-174550001",1
1811,26734,8950,"chr2:174750001-174800001",1
1975,27109,8872,"chr2:175000001-175050001",1
1648,27247,8463,"chr2:175250001-175300001",1
1585,27055,8841,"chr2:175500001-175550001",1
1769,27019,8942,"chr2:175750001-175800001",1
1593,27039,9048,"chr2:176000001-176050001",1
2097,26980,9221,"chr2:176250001-176300001",1
1587,26927,8958,"chr2:176500001-176550001",1
1901,27108,8185,"chr2:176750001-176800001",1
1672,27911,8332,"chr2:177000001-177050001",1
1835,27737,8442,"chr2:177250001-177300001",1
1791,27878,8351,"chr2:177500001-177550001",1
2055,28422,7484,"chr2:177750001-177800001",1
1851,28719,8146,"chr2:178000001-178050001",1
1920,28208,7968,"chr2:178250001-178300001",1
1841,28601,8182,"chr2:178500001-178550001",1
1810,28380,8102,"chr2:178750001-178800001",1
1802,28543,7887,"chr2:179000001-179050001",1
1964,28259,8011,"chr2:179250001-179300001",1
1975,28227,8199,"chr2:179500001-179550001",1
1906,28410,8020,"chr2:180000001-180050001",1
2169,28735,7807,"chr2:180250001-180300001",1
2043,28893,7734,"chr2:180500001-180550001",1
2019,28928,7734,"chr2:180750001-180800001",1
2411,27961,6062,"chr2:181000001-181050001",1
2046,29244,7693,"chr2:181250001-181300001",1
1964,28531,7658,"chr2:181500001-181550001",1
2065,28371,7582,"chr2:181750001-181800001",1
2053,28536,8008,"chr2:182000001-182050001",1
2187,28644,7719,"chr2:182250001-182300001",1
1848,28502,7716,"chr2:182500001-182550001",1
2444,28667,7713,"chr2:182750001-182800001",1
2375,28866,7573,"chr2:183000001-183050001",1
1892,28283,7762,"chr2:183250001-183300001",1
1806,28352,7194,"chr2:183500001-183550001",1
2017,28258,7351,"chr2:183750001-183800001",1
2027,28310,7168,"chr2:184000001-184050001",1
1828,28320,7095,"chr2:184250001-184300001",1
2035,28591,6676,"chr2:184500001-184550001",1
2338,28665,6692,"chr2:184750001-184800001",1
2293,28617,6805,"chr2:185000001-185050001",1
1971,28398,6732,"chr2:185250001-185300001",1
1832,28524,6717,"chr2:185500001-185550001",1
1667,28267,6927,"chr2:185750001-185800001",1
1816,28302,7017,"chr2:186000001-186050001",1
2338,28590,6954,"chr2:186250001-186300001",1
2101,28768,7379,"chr2:186500001-186550001",1
1908,28775,7286,"chr2:186750001-186800001",1
2597,29265,7753,"chr2:187000001-187050001",1
1765,28483,7674,"chr2:187250001-187300001",1
2016,28198,7994,"chr2:187500001-187550001",1
1844,28034,8230,"chr2:187750001-187800001",1
1989,28102,8426,"chr2:188000001-188050001",1
2470,28011,7550,"chr2:188250001-188300001",1
1970,27424,8485,"chr2:188500001-188550001",1
2006,27094,8865,"chr2:188750001-188800001",1
1965,27410,8558,"chr2:189000001-189050001",1
1962,26919,8850,"chr2:189250001-189300001",1
2030,27318,8323,"chr2:189500001-189550001",1
2173,26346,8983,"chr2:189750001-189800001",1
2199,26864,8790,"chr2:190000001-190050001",1
2055,26773,8892,"chr2:190250001-190300001",1
2033,26677,9301,"chr2:190500001-190550001",1
2105,26338,9177,"chr2:190750001-190800001",1
1811,26483,9292,"chr2:191000001-191050001",1
1837,26333,9327,"chr2:191250001-191300001",1
1990,26298,9508,"chr2:191500001-191550001",1
2051,26605,9367,"chr2:191750001-191800001",1
1817,26520,9567,"chr2:192000001-192050001",1
2000,26601,9584,"chr2:192250001-192300001",1
1854,26723,9746,"chr2:192500001-192550001",1
1821,26693,9703,"chr2:192750001-192800001",1
1974,27091,9373,"chr2:193000001-193050001",1
2004,26344,7599,"chr2:193250001-193300001",1
1939,27426,8557,"chr2:193500001-193550001",1
1969,26670,9200,"chr2:193750001-193800001",1
1505,27638,7056,"chr2:194000001-194050001",1
2316,27097,7826,"chr2:194250001-194300001",1
1612,26545,9167,"chr2:194500001-194550001",1
1762,27706,7869,"chr2:194750001-194800001",1
1559,26669,9622,"chr2:195000001-195050001",1
1965,26458,8041,"chr2:195250001-195300001",1
2045,26673,9703,"chr2:195500001-195550001",1
2001,27060,9488,"chr2:195750001-195800001",1
1650,26521,9538,"chr2:196000001-196050001",1
2081,26494,9091,"chr2:196250001-196300001",1
1511,26697,9225,"chr2:196500001-196550001",1
1815,26893,9077,"chr2:196750001-196800001",1
1504,26516,9104,"chr2:197000001-197050001",1
2004,26965,9459,"chr2:197250001-197300001",1
1652,27120,9080,"chr2:197500001-197550001",1
1748,27410,9209,"chr2:197750001-197800001",1
2239,28099,9127,"chr2:198000001-198050001",1
1864,27309,9126,"chr2:198250001-198300001",1
1791,28075,9054,"chr2:198500001-198550001",1
1935,28088,9312,"chr2:198750001-198800001",1
1821,28420,8975,"chr2:199000001-199050001",1
2219,28255,8817,"chr2:199250001-199300001",1
1538,28062,9306,"chr2:199500001-199550001",1
1832,27747,9303,"chr2:199750001-199800001",1
2533,28009,9138,"chr2:200000001-200050001",1
2484,27905,8974,"chr2:200250001-200300001",1
2396,27753,9238,"chr2:200500001-200550001",1
2461,27766,9354,"chr2:200750001-200800001",1
2406,28058,9262,"chr2:201000001-201050001",1
2610,28054,9308,"chr2:201250001-201300001",1
2738,28020,9135,"chr2:201500001-201550001",1
2862,27863,9675,"chr2:201750001-201800001",1
2948,27952,9723,"chr2:202000001-202050001",1
2523,27879,9564,"chr2:202250001-202300001",1
2258,27619,9615,"chr2:202500001-202550001",1
1956,27846,9608,"chr2:202750001-202800001",1
2207,27674,9714,"chr2:203000001-203050001",1
2385,27484,10040,"chr2:203250001-203300001",1
1999,27966,9705,"chr2:203500001-203550001",1
2196,27783,9869,"chr2:203750001-203800001",1
1866,27798,9958,"chr2:204000001-204050001",1
1886,27582,9850,"chr2:204250001-204300001",1
2051,27485,9964,"chr2:204500001-204550001",1
2101,27551,9823,"chr2:204750001-204800001",1
1797,27457,10068,"chr2:205000001-205050001",1
1824,27271,9853,"chr2:205250001-205300001",1
1985,27328,9925,"chr2:205500001-205550001",1
1974,27246,9829,"chr2:205750001-205800001",1
1878,27004,9681,"chr2:206000001-206050001",1
1811,27193,9631,"chr2:206250001-206300001",1
1661,27044,9722,"chr2:206500001-206550001",1
1611,27273,9636,"chr2:206750001-206800001",1
1975,27399,9583,"chr2:207000001-207050001",1
2045,27305,9724,"chr2:207250001-207300001",1
2013,27315,9353,"chr2:207500001-207550001",1
1913,27732,9580,"chr2:207750001-207800001",1
1853,27704,9660,"chr2:208000001-208050001",1
1770,27196,9318,"chr2:208250001-208300001",1
1836,27747,9072,"chr2:208500001-208550001",1
2226,27941,8735,"chr2:208750001-208800001",1
1809,28087,9144,"chr2:209000001-209050001",1
1889,27894,8973,"chr2:209250001-209300001",1
1777,27527,9061,"chr2:209500001-209550001",1
1724,27544,9131,"chr2:209750001-209800001",1
1789,27369,9487,"chr2:210000001-210050001",1
1613,26661,9008,"chr2:210250001-210300001",1
1869,27921,9411,"chr2:210500001-210550001",1
1776,27263,9630,"chr2:210750001-210800001",1
1808,27532,9650,"chr2:211000001-211050001",1
2335,27705,9489,"chr2:211250001-211300001",1
1553,27330,9659,"chr2:211500001-211550001",1
1673,26959,9946,"chr2:211750001-211800001",1
1600,26767,9728,"chr2:212000001-212050001",1
1629,28171,9406,"chr2:212250001-212300001",1
2532,27722,9404,"chr2:212500001-212550001",1
2127,26747,9918,"chr2:212750001-212800001",1
1979,28076,7900,"chr2:213000001-213050001",1
1537,27950,9393,"chr2:213250001-213300001",1
1433,27570,7219,"chr2:213500001-213550001",1
1829,26803,6936,"chr2:213750001-213800001",1
1492,27775,7285,"chr2:214000001-214050001",1
1706,26896,9742,"chr2:214250001-214300001",1
1822,27067,10152,"chr2:214500001-214550001",1
2545,28169,10033,"chr2:214750001-214800001",1
1763,27230,10044,"chr2:215000001-215050001",1
2077,27158,9826,"chr2:215250001-215300001",1
2029,26697,9739,"chr2:215500001-215550001",1
2371,26599,9338,"chr2:215750001-215800001",1
2025,27188,9971,"chr2:216000001-216050001",1
2216,27794,9514,"chr2:216250001-216300001",1
2447,27406,9613,"chr2:216500001-216550001",1
2740,27460,9642,"chr2:216750001-216800001",1
2912,27469,9519,"chr2:217000001-217050001",1
2996,27363,9645,"chr2:217250001-217300001",1
2665,28071,9172,"chr2:217500001-217550001",1
3071,27420,9805,"chr2:217750001-217800001",1
3142,27407,9894,"chr2:218000001-218050001",1
2975,27275,9988,"chr2:218250001-218300001",1
2776,27155,10076,"chr2:218500001-218550001",1
2658,27016,9946,"chr2:218750001-218800001",1
2353,27208,9685,"chr2:219000001-219050001",1
2415,27296,9483,"chr2:219250001-219300001",1
2246,27403,9249,"chr2:219500001-219550001",1
2606,27326,9050,"chr2:219750001-219800001",1
2363,27481,8879,"chr2:220000001-220050001",1
2311,27428,8817,"chr2:220250001-220300001",1
2454,27541,9130,"chr2:220500001-220550001",1
2469,27655,8997,"chr2:220750001-220800001",1
2332,27759,8824,"chr2:221000001-221050001",1
2398,27879,8782,"chr2:221250001-221300001",1
2428,28176,8558,"chr2:221500001-221550001",1
2590,27875,8832,"chr2:221750001-221800001",1
2632,27947,8727,"chr2:222000001-222050001",1
2511,27690,8306,"chr2:222250001-222300001",1
2309,28025,8712,"chr2:222500001-222550001",1
2451,28377,8131,"chr2:222750001-222800001",1
2688,28458,8222,"chr2:223000001-223050001",1
1888,28047,8809,"chr2:223250001-223300001",1
2181,27918,8423,"chr2:223500001-223550001",1
2366,27764,7964,"chr2:223750001-223800001",1
2182,27841,8198,"chr2:224000001-224050001",1
2254,27634,8154,"chr2:224250001-224300001",1
2116,27475,7999,"chr2:224500001-224550001",1
2225,27684,8589,"chr2:224750001-224800001",1
2419,28079,8523,"chr2:225000001-225050001",1
2483,28473,8729,"chr2:225250001-225300001",1
2328,27931,8860,"chr2:225500001-225550001",1
2319,28063,8539,"chr2:225750001-225800001",1
2339,28158,8863,"chr2:226000001-226050001",1
2175,28351,8527,"chr2:226250001-226300001",1
2210,28510,8531,"chr2:226500001-226550001",1
2474,28422,8461,"chr2:226750001-226800001",1
2150,28318,8558,"chr2:227000001-227050001",1
2056,30019,8717,"chr2:227250001-227300001",1
1813,28535,6670,"chr2:227500001-227550001",1
2266,28563,8556,"chr2:227750001-227800001",1
2101,27968,8820,"chr2:228000001-228050001",1
1794,27841,8774,"chr2:228250001-228300001",1
1828,28149,8734,"chr2:228500001-228550001",1
1946,28305,8703,"chr2:228750001-228800001",1
1424,28012,9389,"chr2:229000001-229050001",1
2006,28089,8764,"chr2:229250001-229300001",1
1676,27960,8809,"chr2:229500001-229550001",1
1999,27576,8944,"chr2:229750001-229800001",1
1982,28070,8808,"chr2:230000001-230050001",1
1973,27849,8945,"chr2:230250001-230300001",1
1820,28041,8573,"chr2:230500001-230550001",1
2049,28203,8131,"chr2:230750001-230800001",1
2051,28222,8099,"chr2:231000001-231050001",1
2372,28422,8239,"chr2:231250001-231300001",1
1997,28427,8219,"chr2:231500001-231550001",1
2769,28244,8051,"chr2:231750001-231800001",1
2960,28206,7872,"chr2:232000001-232050001",1
2387,28322,7940,"chr2:232250001-232300001",1
2781,28378,8224,"chr2:232500001-232550001",1
2801,28645,8251,"chr2:232750001-232800001",1
2964,28406,8406,"chr2:233000001-233050001",1
3164,28663,8333,"chr2:233250001-233300001",1
2805,27316,7431,"chr2:233500001-233550001",1
3034,28967,7766,"chr2:233750001-233800001",1
2879,28842,8473,"chr2:234000001-234050001",1
2719,28701,8581,"chr2:234250001-234300001",1
2598,28327,8562,"chr2:234500001-234550001",1
2289,28466,8834,"chr2:234750001-234800001",1
2180,27869,6092,"chr2:235000001-235050001",1
2310,28349,8978,"chr2:235250001-235300001",1
2487,28222,8937,"chr2:235500001-235550001",1
2140,28338,8907,"chr2:235750001-235800001",1
2169,28013,8737,"chr2:236000001-236050001",1
1950,28350,9073,"chr2:236250001-236300001",1
2025,28919,8751,"chr2:236500001-236550001",1
2138,28876,8594,"chr2:236750001-236800001",1
2027,28688,8838,"chr2:237000001-237050001",1
2602,28874,8598,"chr2:237250001-237300001",1
2549,28725,8537,"chr2:237500001-237550001",1
2736,28973,8462,"chr2:237750001-237800001",1
2341,27957,7956,"chr2:238000001-238050001",1
2603,28604,8315,"chr2:238250001-238300001",1
2626,28591,8159,"chr2:238500001-238550001",1
2606,28593,8222,"chr2:238750001-238800001",1
2964,28477,8231,"chr2:239000001-239050001",1
2801,28514,7887,"chr2:239250001-239300001",1
3009,28548,8117,"chr2:239500001-239550001",1
2976,28776,8023,"chr2:239750001-239800001",1
3120,28652,8129,"chr2:240000001-240050001",1
3394,29696,8137,"chr2:240250001-240300001",1
3188,28572,8111,"chr2:240500001-240550001",1
3333,28487,8182,"chr2:240750001-240800001",1
3144,28584,7655,"chr2:241000001-241050001",1
3014,28791,7572,"chr2:241250001-241300001",1
3375,28575,7641,"chr2:241500001-241550001",1
3101,28632,7620,"chr2:241750001-241800001",1
2805,28528,6917,"chr2:242000001-242050001",1
3567,11995,21106,"chr2:1-50001",2
3253,11681,21370,"chr2:250001-300001",2
3595,12117,21215,"chr2:500001-550001",2
3578,12233,21215,"chr2:750001-800001",2
3782,12346,21302,"chr2:1000001-1050001",2
3617,12445,21052,"chr2:1250001-1300001",2
3692,12544,21018,"chr2:1500001-1550001",2
3814,13236,19515,"chr2:1750001-1800001",2
3945,12824,20681,"chr2:2000001-2050001",2
3941,12701,20951,"chr2:2250001-2300001",2
3912,12501,20982,"chr2:2500001-2550001",2
3791,12725,20949,"chr2:2750001-2800001",2
3962,12670,20712,"chr2:3000001-3050001",2
3946,12745,20720,"chr2:3250001-3300001",2
3788,12802,19341,"chr2:3500001-3550001",2
3855,11882,20682,"chr2:3750001-3800001",2
3768,11801,19674,"chr2:4000001-4050001",2
3751,12192,20708,"chr2:4250001-4300001",2
3942,12197,20562,"chr2:4500001-4550001",2
3862,12385,20490,"chr2:4750001-4800001",2
3790,12295,20607,"chr2:5000001-5050001",2
3369,12428,21093,"chr2:5250001-5300001",2
4081,12739,20429,"chr2:5500001-5550001",2
3632,12638,20011,"chr2:5750001-5800001",2
3813,12426,20395,"chr2:6000001-6050001",2
3879,12450,20929,"chr2:6250001-6300001",2
3855,11995,21089,"chr2:6500001-6550001",2
3849,12497,20509,"chr2:6750001-6800001",2
3972,12466,20286,"chr2:7000001-7050001",2
3886,12339,19984,"chr2:7250001-7300001",2
3906,12303,19976,"chr2:7500001-7550001",2
3768,12197,20312,"chr2:7750001-7800001",2
3761,12122,20192,"chr2:8000001-8050001",2
4173,12500,20354,"chr2:8250001-8300001",2
3861,12101,19994,"chr2:8500001-8550001",2
3829,12123,20432,"chr2:8750001-8800001",2
4018,12025,20157,"chr2:9000001-9050001",2
3559,11848,20416,"chr2:9250001-9300001",2
3436,12223,20343,"chr2:9500001-9550001",2
3423,12416,20412,"chr2:9750001-9800001",2
3514,12802,20309,"chr2:10000001-10050001",2
3465,12850,20388,"chr2:10250001-10300001",2
3420,12432,20406,"chr2:10500001-10550001",2
3572,12865,20696,"chr2:10750001-10800001",2
3685,12927,20550,"chr2:11000001-11050001",2
3750,12840,20528,"chr2:11250001-11300001",2
4085,13037,20572,"chr2:11500001-11550001",2
3818,13085,20501,"chr2:11750001-11800001",2
3542,12993,20514,"chr2:12000001-12050001",2
3500,12797,20566,"chr2:12250001-12300001",2
3625,13420,20519,"chr2:12500001-12550001",2
3691,13189,20444,"chr2:12750001-12800001",2
3946,13001,20575,"chr2:13000001-13050001",2
3811,13175,20517,"chr2:13250001-13300001",2
3991,13287,20515,"chr2:13500001-13550001",2
3558,13685,20393,"chr2:13750001-13800001",2
4160,13383,20478,"chr2:14000001-14050001",2
3992,13417,20642,"chr2:14250001-14300001",2
3838,13105,20516,"chr2:14500001-14550001",2
3404,13154,19994,"chr2:14750001-14800001",2
4258,13211,20398,"chr2:15000001-15050001",2
4050,13224,19686,"chr2:15250001-15300001",2
3648,13266,20188,"chr2:15500001-15550001",2
3925,13312,19816,"chr2:15750001-15800001",2
3820,13229,19965,"chr2:16000001-16050001",2
4058,13232,20154,"chr2:16250001-16300001",2
4072,13107,20202,"chr2:16500001-16550001",2
3927,13174,20215,"chr2:16750001-16800001",2
4074,13061,19880,"chr2:17000001-17050001",2
3586,12865,19417,"chr2:17250001-17300001",2
3949,13039,20028,"chr2:17500001-17550001",2
3764,12973,20108,"chr2:17750001-17800001",2
4155,12746,19907,"chr2:18000001-18050001",2
3899,12526,20263,"chr2:18250001-18300001",2
3474,12253,20281,"chr2:18500001-18550001",2
3801,12882,20208,"chr2:18750001-18800001",2
3709,12926,20152,"chr2:19000001-19050001",2
3831,12784,20113,"chr2:19250001-19300001",2
4031,12798,20319,"chr2:19500001-19550001",2
3378,12966,20105,"chr2:19750001-19800001",2
3812,12526,19895,"chr2:20000001-20050001",2
3778,12816,19921,"chr2:20250001-20300001",2
3825,12527,19674,"chr2:20500001-20550001",2
3974,12825,19835,"chr2:20750001-20800001",2
3983,12357,19904,"chr2:21000001-21050001",2
3976,12546,19621,"chr2:21250001-21300001",2
4009,12172,19239,"chr2:21500001-21550001",2
