"chr","loc1","loc2","lg_balance","IQRs"
"chr14",50500000,100100000,-3.404,2.094
"chr14",50600000,99800000,-3.365,2.438
"chr14",50600000,99900000,-3.354,2.546
"chr14",50600000,1e+08,-3.367,2.4
"chr14",50700000,99800000,-3.376,2.289
"chr14",50700000,99900000,-3.352,2.566
"chr14",50700000,1e+08,-3.364,2.459
"chr14",54700000,99800000,-3.321,2.105
"chr14",54700000,103200000,-3.387,2.117
"chr14",54800000,99700000,-3.318,2.067
"chr14",54800000,99800000,-3.295,2.274
"chr14",54800000,99900000,-3.315,2.146
"chr14",54800000,1e+08,-3.315,2.139
"chr14",54800000,103100000,-3.384,2.104
"chr14",54800000,103200000,-3.382,2.107
"chr14",54900000,99700000,-3.29,2.308
"chr14",54900000,99800000,-3.281,2.331
"chr14",54900000,99900000,-3.33,2.015
"chr14",54900000,1e+08,-3.319,2.122
"chr14",54900000,103100000,-3.394,2.062
"chr14",54900000,103200000,-3.378,2.163
"chr14",54900000,103300000,-3.373,2.178
"chr14",5.5e+07,99700000,-3.305,2.17
"chr14",5.5e+07,99800000,-3.306,2.189
"chr14",5.5e+07,103300000,-3.391,2.05
"chr14",55100000,99700000,-3.311,2.067
"chr14",55100000,99800000,-3.313,2.11
"chr14",55200000,99700000,-3.299,2.159
"chr14",56500000,105800000,-3.409,2.026
"chr14",56600000,105700000,-3.383,2.223
"chr14",56600000,105800000,-3.352,2.567
"chr14",56600000,105900000,-3.375,2.349
"chr14",56600000,106100000,-3.396,2.116
"chr14",56600000,106200000,-3.393,2.204
"chr14",56600000,106300000,-3.391,2.258
"chr14",56600000,106500000,-3.407,2.093
"chr14",56600000,106600000,-3.399,2.08
"chr14",56600000,106700000,-3.362,2.346
"chr14",56600000,106800000,-3.357,2.175
"chr14",56600000,106900000,-3.367,2.073
"chr14",56700000,105700000,-3.345,2.538
"chr14",56700000,105800000,-3.33,2.707
"chr14",56700000,105900000,-3.329,2.781
"chr14",56700000,1.06e+08,-3.361,2.481
"chr14",56700000,106100000,-3.355,2.507
"chr14",56700000,106200000,-3.353,2.525
"chr14",56700000,106300000,-3.344,2.671
"chr14",56700000,106400000,-3.369,2.468
"chr14",56700000,106500000,-3.355,2.623
"chr14",56700000,106600000,-3.353,2.61
"chr14",56700000,106700000,-3.322,2.811
"chr14",56700000,106800000,-3.315,2.787
"chr14",56700000,106900000,-3.336,2.362
"chr14",56800000,105700000,-3.372,2.235
"chr14",56800000,105800000,-3.347,2.52
"chr14",56800000,105900000,-3.338,2.639
"chr14",56800000,1.06e+08,-3.356,2.523
"chr14",56800000,106100000,-3.349,2.598
"chr14",56800000,106200000,-3.357,2.489
"chr14",56800000,106300000,-3.344,2.613
"chr14",56800000,106400000,-3.354,2.576
"chr14",56800000,106500000,-3.333,2.817
"chr14",56800000,106600000,-3.33,2.867
"chr14",56800000,106700000,-3.307,3.061
"chr14",56800000,106800000,-3.289,3.118
"chr14",56800000,106900000,-3.281,3.104
"chr14",56900000,105700000,-3.387,2.026
"chr14",56900000,105800000,-3.373,2.225
"chr14",56900000,105900000,-3.346,2.528
"chr14",56900000,1.06e+08,-3.354,2.487
"chr14",56900000,106100000,-3.345,2.633
"chr14",56900000,106200000,-3.364,2.455
"chr14",56900000,106300000,-3.328,2.763
"chr14",56900000,106400000,-3.329,2.753
"chr14",56900000,106500000,-3.303,3.06
"chr14",56900000,106600000,-3.295,3.183
"chr14",56900000,106700000,-3.28,3.355
"chr14",56900000,106800000,-3.264,3.485
"chr14",56900000,106900000,-3.226,3.723
"chr14",5.7e+07,105900000,-3.361,2.334
"chr14",5.7e+07,1.06e+08,-3.368,2.328
"chr14",5.7e+07,106100000,-3.373,2.311
"chr14",5.7e+07,106200000,-3.371,2.389
"chr14",5.7e+07,106300000,-3.329,2.791
"chr14",5.7e+07,106400000,-3.322,2.821
"chr14",5.7e+07,106500000,-3.314,2.888
"chr14",5.7e+07,106600000,-3.312,2.978
"chr14",5.7e+07,106700000,-3.298,3.162
"chr14",5.7e+07,106800000,-3.273,3.424
"chr14",5.7e+07,106900000,-3.265,3.47
"chr14",57100000,105900000,-3.389,2.01
"chr14",57100000,1.06e+08,-3.394,2.04
"chr14",57100000,106100000,-3.394,2.091
"chr14",57100000,106200000,-3.376,2.291
"chr14",57100000,106300000,-3.347,2.609
"chr14",57100000,106400000,-3.327,2.804
"chr14",57100000,106500000,-3.316,2.874
"chr14",57100000,106600000,-3.314,2.892
"chr14",57100000,106700000,-3.3,3.097
"chr14",57100000,106800000,-3.268,3.446
"chr14",57100000,106900000,-3.266,3.49
"chr14",57200000,106200000,-3.4,2.041
"chr14",57200000,106300000,-3.368,2.364
"chr14",57200000,106400000,-3.338,2.697
"chr14",57200000,106500000,-3.325,2.822
"chr14",57200000,106600000,-3.304,2.99
"chr14",57200000,106700000,-3.284,3.175
"chr14",57200000,106800000,-3.233,3.741
"chr14",57200000,106900000,-3.235,3.77
"chr14",57300000,106200000,-3.378,2.176
"chr14",57300000,106300000,-3.348,2.515
"chr14",57300000,106400000,-3.319,2.81
"chr14",57300000,106500000,-3.314,2.923
"chr14",57300000,106600000,-3.274,3.307
"chr14",57300000,106700000,-3.26,3.407
"chr14",57300000,106800000,-3.223,3.75
"chr14",57300000,106900000,-3.219,3.874
"chr14",57400000,105800000,-3.392,2.021
"chr14",57400000,105900000,-3.39,2.088
"chr14",57400000,1.06e+08,-3.385,2.112
"chr14",57400000,106100000,-3.388,2.044
"chr14",57400000,106200000,-3.342,2.415
"chr14",57400000,106300000,-3.292,2.943
"chr14",57400000,106400000,-3.277,3.153
"chr14",57400000,106500000,-3.273,3.239
"chr14",57400000,106600000,-3.234,3.671
"chr14",57400000,106700000,-3.223,3.789
"chr14",57400000,106800000,-3.183,4.13
"chr14",57400000,106900000,-3.165,4.301
"chr14",57500000,105700000,-3.397,2.028
"chr14",57500000,105800000,-3.362,2.298
"chr14",57500000,105900000,-3.354,2.346
"chr14",57500000,1.06e+08,-3.336,2.565
"chr14",57500000,106100000,-3.337,2.525
"chr14",57500000,106200000,-3.279,2.989
"chr14",57500000,106300000,-3.238,3.313
"chr14",57500000,106400000,-3.235,3.452
"chr14",57500000,106500000,-3.234,3.544
"chr14",57500000,106600000,-3.19,4.001
"chr14",57500000,106700000,-3.188,4.112
"chr14",57500000,106800000,-3.162,4.37
"chr14",57500000,106900000,-3.186,4.1
"chr14",57600000,105700000,-3.369,2.318
"chr14",57600000,105800000,-3.303,2.856
"chr14",57600000,105900000,-3.298,2.853
"chr14",57600000,1.06e+08,-3.283,2.954
"chr14",57600000,106100000,-3.284,3.024
"chr14",57600000,106200000,-3.216,3.588
"chr14",57600000,106300000,-3.182,3.834
"chr14",57600000,106400000,-3.186,3.761
"chr14",57600000,106500000,-3.185,3.895
"chr14",57600000,106600000,-3.147,4.337
"chr14",57600000,106700000,-3.142,4.447
"chr14",57600000,106800000,-3.108,4.864
"chr14",57600000,106900000,-3.147,4.511
"chr14",57700000,98400000,-3.278,2.014
"chr14",57700000,98500000,-3.273,2.06
"chr14",57700000,105700000,-3.34,2.588
"chr14",57700000,105800000,-3.284,3.077
"chr14",57700000,105900000,-3.277,3.088
"chr14",57700000,1.06e+08,-3.258,3.204
"chr14",57700000,106100000,-3.24,3.321
"chr14",57700000,106200000,-3.191,3.847
"chr14",57700000,106300000,-3.169,4.002
"chr14",57700000,106400000,-3.178,3.865
"chr14",57700000,106500000,-3.168,3.921
"chr14",57700000,106600000,-3.13,4.381
"chr14",57700000,106700000,-3.13,4.493
"chr14",57700000,106800000,-3.109,4.746
"chr14",57700000,106900000,-3.134,4.614
"chr14",57800000,105700000,-3.349,2.485
"chr14",57800000,105800000,-3.279,3.128
"chr14",57800000,105900000,-3.287,3.052
"chr14",57800000,1.06e+08,-3.27,3.145
"chr14",57800000,106100000,-3.269,3.103
"chr14",57800000,106200000,-3.223,3.463
"chr14",57800000,106300000,-3.195,3.814
"chr14",57800000,106400000,-3.198,3.751
"chr14",57800000,106500000,-3.203,3.653
"chr14",57800000,106600000,-3.16,3.992
"chr14",57800000,106700000,-3.156,4.147
"chr14",57800000,106800000,-3.131,4.484
"chr14",57800000,106900000,-3.139,4.471
"chr14",57900000,105700000,-3.382,2.084
"chr14",57900000,105800000,-3.326,2.696
"chr14",57900000,105900000,-3.315,2.81
"chr14",57900000,1.06e+08,-3.29,3.025
"chr14",57900000,106100000,-3.293,2.948
"chr14",57900000,106200000,-3.252,3.256
"chr14",57900000,106300000,-3.236,3.352
"chr14",57900000,106400000,-3.246,3.366
"chr14",57900000,106500000,-3.26,3.206
"chr14",57900000,106600000,-3.241,3.316
"chr14",57900000,106700000,-3.259,3.138
"chr14",57900000,106800000,-3.256,3.263
"chr14",57900000,106900000,-3.264,3.277
"chr14",5.8e+07,105800000,-3.382,2.079
"chr14",5.8e+07,105900000,-3.366,2.334
"chr14",5.8e+07,1.06e+08,-3.333,2.65
"chr14",5.8e+07,106100000,-3.35,2.489
"chr14",5.8e+07,106200000,-3.319,2.714
"chr14",5.8e+07,106300000,-3.301,2.827
"chr14",5.8e+07,106400000,-3.311,2.711
"chr14",5.8e+07,106500000,-3.308,2.817
"chr14",5.8e+07,106600000,-3.301,2.848
"chr14",5.8e+07,106700000,-3.331,2.533
"chr14",5.8e+07,106800000,-3.322,2.585
"chr14",5.8e+07,106900000,-3.319,2.704
"chr14",58100000,1.06e+08,-3.396,2.067
"chr14",62100000,106900000,-3.332,2.008
"chr14",62200000,106900000,-3.322,2.05
"chr14",62300000,106600000,-3.316,2.05
"chr14",62300000,106900000,-3.314,2.045
"chr14",62400000,106900000,-3.317,2.03
"chr14",62500000,106900000,-3.319,2.016
"chr14",65500000,106900000,-3.245,2.141
"chr14",65600000,106900000,-3.202,2.418
"chr14",65700000,106500000,-3.26,2.145
"chr14",65700000,106600000,-3.258,2.147
"chr14",65700000,106700000,-3.26,2.11
"chr14",65700000,106800000,-3.232,2.348
"chr14",65700000,106900000,-3.17,2.703
"chr14",65800000,106300000,-3.211,2.091
"chr14",65800000,106400000,-3.195,2.398
"chr14",65800000,106500000,-3.182,2.649
"chr14",65800000,106600000,-3.18,2.675
"chr14",65800000,106700000,-3.196,2.556
"chr14",65800000,106800000,-3.175,2.663
"chr14",65800000,106900000,-3.109,3.162
"chr14",65900000,105900000,-3.148,2.07
"chr14",65900000,1.06e+08,-3.131,2.145
"chr14",65900000,106100000,-3.148,2.118
"chr14",65900000,106200000,-3.157,2.117
"chr14",65900000,106300000,-3.128,2.402
"chr14",65900000,106400000,-3.126,2.587
"chr14",65900000,106500000,-3.125,2.837
"chr14",65900000,106600000,-3.122,3.049
"chr14",65900000,106700000,-3.14,2.941
"chr14",65900000,106800000,-3.121,3.045
"chr14",65900000,106900000,-3.089,3.229
"chr14",6.6e+07,105800000,-3.171,2.023
"chr14",6.6e+07,105900000,-3.12,2.236
"chr14",6.6e+07,1.06e+08,-3.101,2.315
"chr14",6.6e+07,106100000,-3.117,2.213
"chr14",6.6e+07,106200000,-3.127,2.232
"chr14",6.6e+07,106300000,-3.098,2.435
"chr14",6.6e+07,106400000,-3.069,2.732
"chr14",6.6e+07,106500000,-3.078,2.873
"chr14",6.6e+07,106600000,-3.077,3.14
"chr14",6.6e+07,106700000,-3.095,3.229
"chr14",6.6e+07,106800000,-3.07,3.409
"chr14",6.6e+07,106900000,-3.048,3.528
"chr14",66100000,105800000,-3.17,2.037
"chr14",66100000,105900000,-3.107,2.36
"chr14",66100000,1.06e+08,-3.093,2.378
"chr14",66100000,106100000,-3.098,2.331
"chr14",66100000,106200000,-3.106,2.273
"chr14",66100000,106300000,-3.083,2.464
"chr14",66100000,106400000,-3.041,2.74
"chr14",66100000,106500000,-3.046,2.863
"chr14",66100000,106600000,-3.049,3.043
"chr14",66100000,106700000,-3.057,3.267
"chr14",66100000,106800000,-3.041,3.584
"chr14",66100000,106900000,-3.01,3.806
"chr14",66200000,105800000,-3.167,2.02
"chr14",66200000,105900000,-3.094,2.436
"chr14",66200000,1.06e+08,-3.081,2.494
"chr14",66200000,106100000,-3.072,2.485
"chr14",66200000,106200000,-3.062,2.518
"chr14",66200000,106300000,-3.039,2.621
"chr14",66200000,106400000,-3.01,2.852
"chr14",66200000,106500000,-3.011,2.901
"chr14",66200000,106600000,-3.014,3.04
"chr14",66200000,106700000,-3.016,3.238
"chr14",66200000,106800000,-3.016,3.53
"chr14",66200000,106900000,-3.014,3.769
"chr14",66300000,105900000,-3.126,2.234
"chr14",66300000,1.06e+08,-3.114,2.33
"chr14",66300000,106100000,-3.105,2.369
"chr14",66300000,106200000,-3.089,2.397
"chr14",66300000,106300000,-3.073,2.458
"chr14",66300000,106400000,-3.043,2.601
"chr14",66300000,106500000,-3.045,2.666
"chr14",66300000,106600000,-3.04,2.744
"chr14",66300000,106700000,-3.039,2.9
"chr14",66300000,106800000,-3.032,3.145
"chr14",66300000,106900000,-3.031,3.434
"chr14",66400000,105900000,-3.161,2.048
"chr14",66400000,1.06e+08,-3.154,2.088
"chr14",66400000,106100000,-3.136,2.214
"chr14",66400000,106200000,-3.117,2.308
"chr14",66400000,106300000,-3.099,2.345
"chr14",66400000,106400000,-3.059,2.535
"chr14",66400000,106500000,-3.07,2.459
"chr14",66400000,106600000,-3.054,2.618
"chr14",66400000,106700000,-3.042,2.735
"chr14",66400000,106800000,-3.041,2.892
"chr14",66400000,106900000,-3.039,3.105
"chr14",66500000,106200000,-3.173,2.022
"chr14",66500000,106300000,-3.146,2.154
"chr14",66500000,106400000,-3.105,2.312
"chr14",66500000,106500000,-3.123,2.199
"chr14",66500000,106600000,-3.106,2.275
"chr14",66500000,106700000,-3.092,2.418
"chr14",66500000,106800000,-3.094,2.457
"chr14",66500000,106900000,-3.094,2.592
"chr14",66600000,106400000,-3.16,2.08
"chr14",66600000,106600000,-3.153,2.045
"chr14",66600000,106700000,-3.141,2.094
"chr14",66600000,106800000,-3.14,2.163
"chr14",66600000,106900000,-3.133,2.245
"chr14",70100000,106900000,-3.183,2.077
"chr14",70200000,106900000,-3.188,2.048
"chr14",70300000,106800000,-3.189,2.023
"chr14",70300000,106900000,-3.175,2.084
"chr14",70400000,106600000,-3.199,2.01
"chr14",70400000,106800000,-3.146,2.273
"chr14",70400000,106900000,-3.134,2.334
"chr14",70500000,106700000,-3.197,2.019
"chr14",70500000,106800000,-3.162,2.202
"chr14",70500000,106900000,-3.126,2.386
"chr14",77800000,106800000,-3.054,2.079
"chr14",77800000,106900000,-3.026,2.205
"chr14",77900000,105800000,-2.974,2.014
"chr14",77900000,105900000,-2.927,2.218
"chr14",77900000,1.06e+08,-2.92,2.225
"chr14",77900000,106100000,-2.95,2.118
"chr14",77900000,106200000,-2.961,2.095
"chr14",77900000,106300000,-2.956,2.158
"chr14",77900000,106400000,-2.95,2.309
"chr14",77900000,106500000,-2.954,2.369
"chr14",77900000,106600000,-2.966,2.38
"chr14",77900000,106700000,-2.983,2.364
"chr14",77900000,106800000,-2.966,2.486
"chr14",77900000,106900000,-2.933,2.642
"chr14",7.8e+07,97800000,-2.848,2.035
"chr14",7.8e+07,97900000,-2.85,2.044
"chr14",7.8e+07,9.8e+07,-2.859,2.003
"chr14",7.8e+07,105800000,-2.882,2.393
"chr14",7.8e+07,105900000,-2.831,2.605
"chr14",7.8e+07,1.06e+08,-2.822,2.653
"chr14",7.8e+07,106100000,-2.836,2.569
"chr14",7.8e+07,106200000,-2.839,2.581
"chr14",7.8e+07,106300000,-2.831,2.638
"chr14",7.8e+07,106400000,-2.839,2.654
"chr14",7.8e+07,106500000,-2.843,2.779
"chr14",7.8e+07,106600000,-2.85,2.841
"chr14",7.8e+07,106700000,-2.866,2.84
"chr14",7.8e+07,106800000,-2.855,2.963
"chr14",7.8e+07,106900000,-2.853,3.016
"chr14",78100000,97500000,-2.771,2.039
"chr14",78100000,97600000,-2.759,2.186
"chr14",78100000,97700000,-2.753,2.304
"chr14",78100000,97800000,-2.744,2.387
"chr14",78100000,97900000,-2.745,2.437
"chr14",78100000,9.8e+07,-2.758,2.402
"chr14",78100000,98100000,-2.76,2.387
"chr14",78100000,98200000,-2.768,2.353
"chr14",78100000,98300000,-2.785,2.293
"chr14",78100000,98400000,-2.795,2.26
"chr14",78100000,98500000,-2.81,2.241
"chr14",78100000,98600000,-2.813,2.284
"chr14",78100000,98700000,-2.817,2.245
"chr14",78100000,98800000,-2.813,2.198
"chr14",78100000,98900000,-2.828,2.067
"chr14",78100000,9.9e+07,-2.836,2.012
"chr14",78100000,104200000,-3.01,2.24
"chr14",78100000,105700000,-2.946,2.112
"chr14",78100000,105800000,-2.828,2.551
"chr14",78100000,105900000,-2.761,2.892
"chr14",78100000,1.06e+08,-2.753,2.926
"chr14",78100000,106100000,-2.756,2.925
"chr14",78100000,106200000,-2.741,2.961
"chr14",78100000,106300000,-2.741,2.988
"chr14",78100000,106400000,-2.749,2.98
"chr14",78100000,106500000,-2.757,2.999
"chr14",78100000,106600000,-2.77,3.101
"chr14",78100000,106700000,-2.783,3.144
"chr14",78100000,106800000,-2.775,3.257
"chr14",78100000,106900000,-2.799,3.223
"chr14",78200000,97200000,-2.716,2.062
"chr14",78200000,97300000,-2.707,2.124
"chr14",78200000,97400000,-2.717,2.119
"chr14",78200000,97500000,-2.707,2.209
"chr14",78200000,97600000,-2.697,2.306
"chr14",78200000,97700000,-2.69,2.442
"chr14",78200000,97800000,-2.685,2.562
"chr14",78200000,97900000,-2.691,2.591
"chr14",78200000,9.8e+07,-2.708,2.581
"chr14",78200000,98100000,-2.709,2.597
"chr14",78200000,98200000,-2.716,2.56
"chr14",78200000,98300000,-2.737,2.473
"chr14",78200000,98400000,-2.75,2.428
"chr14",78200000,98500000,-2.764,2.381
"chr14",78200000,98600000,-2.768,2.404
"chr14",78200000,98700000,-2.765,2.476
"chr14",78200000,98800000,-2.759,2.474
"chr14",78200000,98900000,-2.79,2.29
"chr14",78200000,9.9e+07,-2.808,2.141
"chr14",78200000,104100000,-3.039,2.052
"chr14",78200000,104200000,-2.991,2.3
"chr14",78200000,104300000,-3.03,2.144
"chr14",78200000,105700000,-2.908,2.297
"chr14",78200000,105800000,-2.787,2.764
"chr14",78200000,105900000,-2.713,3.015
"chr14",78200000,1.06e+08,-2.71,3.101
"chr14",78200000,106100000,-2.713,3.091
"chr14",78200000,106200000,-2.7,3.156
"chr14",78200000,106300000,-2.704,3.113
"chr14",78200000,106400000,-2.714,3.099
"chr14",78200000,106500000,-2.727,3.07
"chr14",78200000,106600000,-2.742,3.063
"chr14",78200000,106700000,-2.752,3.179
"chr14",78200000,106800000,-2.742,3.328
"chr14",78200000,106900000,-2.767,3.296
"chr14",78300000,97200000,-2.7,2.095
"chr14",78300000,97300000,-2.686,2.16
"chr14",78300000,97400000,-2.69,2.18
"chr14",78300000,97500000,-2.684,2.232
"chr14",78300000,97600000,-2.674,2.321
"chr14",78300000,97700000,-2.673,2.389
"chr14",78300000,97800000,-2.664,2.537
"chr14",78300000,97900000,-2.673,2.609
"chr14",78300000,9.8e+07,-2.696,2.571
"chr14",78300000,98100000,-2.693,2.64
"chr14",78300000,98200000,-2.699,2.636
"chr14",78300000,98300000,-2.716,2.558
"chr14",78300000,98400000,-2.725,2.521
"chr14",78300000,98500000,-2.75,2.428
"chr14",78300000,98600000,-2.753,2.423
"chr14",78300000,98700000,-2.744,2.502
"chr14",78300000,98800000,-2.747,2.55
"chr14",78300000,98900000,-2.782,2.383
"chr14",78300000,9.9e+07,-2.812,2.204
"chr14",78300000,104200000,-3.008,2.198
"chr14",78300000,104300000,-3.053,2.007
"chr14",78300000,105700000,-2.876,2.442
"chr14",78300000,105800000,-2.747,2.968
"chr14",78300000,105900000,-2.674,3.232
"chr14",78300000,1.06e+08,-2.671,3.185
"chr14",78300000,106100000,-2.663,3.296
"chr14",78300000,106200000,-2.659,3.312
"chr14",78300000,106300000,-2.664,3.308
"chr14",78300000,106400000,-2.676,3.227
"chr14",78300000,106500000,-2.689,3.2
"chr14",78300000,106600000,-2.702,3.177
"chr14",78300000,106700000,-2.711,3.195
"chr14",78300000,106800000,-2.708,3.375
"chr14",78300000,106900000,-2.716,3.445
"chr14",78400000,97200000,-2.718,2.021
"chr14",78400000,97300000,-2.709,2.068
"chr14",78400000,97400000,-2.712,2.074
"chr14",78400000,97500000,-2.708,2.12
"chr14",78400000,97600000,-2.701,2.175
"chr14",78400000,97700000,-2.696,2.245
"chr14",78400000,97800000,-2.68,2.363
"chr14",78400000,97900000,-2.684,2.463
"chr14",78400000,9.8e+07,-2.701,2.5
"chr14",78400000,98100000,-2.703,2.546
"chr14",78400000,98200000,-2.702,2.605
"chr14",78400000,98300000,-2.711,2.587
"chr14",78400000,98400000,-2.72,2.543
"chr14",78400000,98500000,-2.749,2.426
"chr14",78400000,98600000,-2.753,2.417
"chr14",78400000,98700000,-2.744,2.459
"chr14",78400000,98800000,-2.744,2.5
"chr14",78400000,98900000,-2.776,2.432
"chr14",78400000,9.9e+07,-2.81,2.273
"chr14",78400000,104200000,-2.984,2.183
"chr14",78400000,104300000,-3.03,2.092
"chr14",78400000,105700000,-2.879,2.411
"chr14",78400000,105800000,-2.762,2.925
"chr14",78400000,105900000,-2.683,3.237
"chr14",78400000,1.06e+08,-2.675,3.225
"chr14",78400000,106100000,-2.666,3.207
"chr14",78400000,106200000,-2.664,3.29
"chr14",78400000,106300000,-2.657,3.322
"chr14",78400000,106400000,-2.667,3.295
"chr14",78400000,106500000,-2.678,3.22
"chr14",78400000,106600000,-2.687,3.211
"chr14",78400000,106700000,-2.698,3.192
"chr14",78400000,106800000,-2.693,3.269
"chr14",78400000,106900000,-2.705,3.389
"chr14",78500000,97700000,-2.745,2.024
"chr14",78500000,97800000,-2.734,2.113
"chr14",78500000,97900000,-2.736,2.165
"chr14",78500000,9.8e+07,-2.749,2.221
"chr14",78500000,98100000,-2.748,2.322
"chr14",78500000,98200000,-2.744,2.386
"chr14",78500000,98300000,-2.759,2.382
"chr14",78500000,98400000,-2.769,2.36
"chr14",78500000,98500000,-2.788,2.28
"chr14",78500000,98600000,-2.79,2.268
"chr14",78500000,98700000,-2.781,2.307
"chr14",78500000,98800000,-2.775,2.339
"chr14",78500000,98900000,-2.81,2.241
"chr14",78500000,9.9e+07,-2.833,2.202
"chr14",78500000,105700000,-2.929,2.193
"chr14",78500000,105800000,-2.82,2.658
"chr14",78500000,105900000,-2.773,2.878
"chr14",78500000,1.06e+08,-2.756,2.931
"chr14",78500000,106100000,-2.733,2.986
"chr14",78500000,106200000,-2.736,2.923
"chr14",78500000,106300000,-2.708,3.109
"chr14",78500000,106400000,-2.728,3.028
"chr14",78500000,106500000,-2.747,2.964
"chr14",78500000,106600000,-2.748,2.932
"chr14",78500000,106700000,-2.766,2.881
"chr14",78500000,106800000,-2.765,2.914
"chr14",78500000,106900000,-2.779,2.905
"chr14",78600000,98200000,-2.832,2.004
"chr14",78600000,98300000,-2.841,2.01
"chr14",78600000,105800000,-2.922,2.22
"chr14",78600000,105900000,-2.874,2.429
"chr14",78600000,1.06e+08,-2.853,2.54
"chr14",78600000,106100000,-2.838,2.589
"chr14",78600000,106200000,-2.844,2.531
"chr14",78600000,106300000,-2.808,2.63
"chr14",78600000,106400000,-2.817,2.658
"chr14",78600000,106500000,-2.833,2.596
"chr14",78600000,106600000,-2.833,2.608
"chr14",78600000,106700000,-2.853,2.498
"chr14",78600000,106800000,-2.854,2.519
"chr14",78600000,106900000,-2.862,2.505
"chr14",78700000,105900000,-2.974,2.005
"chr14",78700000,1.06e+08,-2.963,2.058
"chr14",78700000,106100000,-2.944,2.157
"chr14",78700000,106200000,-2.958,2.089
"chr14",78700000,106300000,-2.928,2.185
"chr14",78700000,106400000,-2.936,2.111
"chr14",78700000,106500000,-2.962,2.063
"chr14",78700000,106600000,-2.957,2.083
"chr14",78700000,106700000,-2.969,2.045
"chr14",81200000,106500000,-2.996,2.029
"chr14",81200000,106600000,-2.982,2.125
"chr14",81200000,106700000,-2.967,2.267
"chr14",81200000,106800000,-2.947,2.345
"chr14",81200000,106900000,-2.951,2.297
"chr14",81300000,106400000,-2.91,2.197
"chr14",81300000,106500000,-2.901,2.348
"chr14",81300000,106600000,-2.887,2.52
"chr14",81300000,106700000,-2.87,2.64
"chr14",81300000,106800000,-2.842,2.849
"chr14",81300000,106900000,-2.849,2.794
"chr14",81400000,105900000,-2.961,2.049
"chr14",81400000,106100000,-2.926,2.01
"chr14",81400000,106200000,-2.895,2.111
"chr14",81400000,106300000,-2.873,2.164
"chr14",81400000,106400000,-2.845,2.324
"chr14",81400000,106500000,-2.846,2.465
"chr14",81400000,106600000,-2.839,2.62
"chr14",81400000,106700000,-2.82,2.822
"chr14",81400000,106800000,-2.801,2.954
"chr14",81400000,106900000,-2.807,3.011
"chr14",81500000,105800000,-2.944,2.169
"chr14",81500000,105900000,-2.863,2.526
"chr14",81500000,1.06e+08,-2.848,2.548
"chr14",81500000,106100000,-2.828,2.526
"chr14",81500000,106200000,-2.804,2.513
"chr14",81500000,106300000,-2.778,2.586
"chr14",81500000,106400000,-2.765,2.592
"chr14",81500000,106500000,-2.763,2.652
"chr14",81500000,106600000,-2.756,2.841
"chr14",81500000,106700000,-2.755,2.986
"chr14",81500000,106800000,-2.738,3.193
"chr14",81500000,106900000,-2.75,3.185
"chr14",81600000,98100000,-2.757,2.005
"chr14",81600000,98200000,-2.758,2.034
"chr14",81600000,98300000,-2.759,2.051
"chr14",81600000,98400000,-2.762,2.048
"chr14",81600000,105800000,-2.91,2.296
"chr14",81600000,105900000,-2.813,2.75
"chr14",81600000,1.06e+08,-2.803,2.794
"chr14",81600000,106100000,-2.78,2.848
"chr14",81600000,106200000,-2.773,2.758
"chr14",81600000,106300000,-2.749,2.738
"chr14",81600000,106400000,-2.74,2.741
"chr14",81600000,106500000,-2.748,2.66
"chr14",81600000,106600000,-2.746,2.719
"chr14",81600000,106700000,-2.746,2.881
"chr14",81600000,106800000,-2.736,3.068
"chr14",81600000,106900000,-2.739,3.189
"chr14",81700000,87600000,-2.392,2.023
"chr14",81700000,87700000,-2.389,2.036
"chr14",81700000,87800000,-2.389,2.035
"chr14",81700000,87900000,-2.399,2.065
"chr14",81700000,97600000,-2.736,2.02
"chr14",81700000,97700000,-2.732,2.047
"chr14",81700000,97800000,-2.735,2.05
"chr14",81700000,97900000,-2.747,2.028
"chr14",81700000,9.8e+07,-2.745,2.067
"chr14",81700000,98100000,-2.73,2.124
"chr14",81700000,98200000,-2.732,2.092
"chr14",81700000,98300000,-2.725,2.15
"chr14",81700000,98400000,-2.725,2.168
"chr14",81700000,98500000,-2.736,2.143
"chr14",81700000,98600000,-2.755,2.019
"chr14",81700000,105800000,-2.924,2.246
"chr14",81700000,105900000,-2.817,2.706
"chr14",81700000,1.06e+08,-2.796,2.824
"chr14",81700000,106100000,-2.76,2.984
"chr14",81700000,106200000,-2.742,3.016
"chr14",81700000,106300000,-2.717,2.995
"chr14",81700000,106400000,-2.719,2.861
"chr14",81700000,106500000,-2.712,2.852
"chr14",81700000,106600000,-2.716,2.787
"chr14",81700000,106700000,-2.724,2.806
"chr14",81700000,106800000,-2.722,2.981
"chr14",81700000,106900000,-2.728,3.102
"chr14",81800000,87400000,-2.333,2.118
"chr14",81800000,87500000,-2.298,2.235
"chr14",81800000,87600000,-2.31,2.252
"chr14",81800000,87700000,-2.313,2.253
"chr14",81800000,87800000,-2.331,2.204
"chr14",81800000,87900000,-2.359,2.121
"chr14",81800000,8.8e+07,-2.42,2.004
"chr14",81800000,97200000,-2.669,2.11
"chr14",81800000,97300000,-2.673,2.13
"chr14",81800000,97400000,-2.676,2.138
"chr14",81800000,97500000,-2.673,2.198
"chr14",81800000,97600000,-2.674,2.195
